CircleName,RegionName,DivisionName,OfficeName,Pincode,OfficeType,Delivery,District,StateName,Latitude,Longitude
Tamilnadu Circle,"Western Region, Coimbatore",Pollachi Division,High Forest B.O,642127,BO,Delivery,COIMBATORE,TAMIL NADU,10.3431000,76.9930200
Tamilnadu Circle,"Western Region, Coimbatore",Pollachi Division,Pannimade B.O,642127,BO,Delivery,COIMBATORE,TAMIL NADU,10.6572827,77.0106603
Tamilnadu Circle,"Western Region, Coimbatore",Pollachi Division,Sirukundra B.O,642127,BO,Delivery,COIMBATORE,TAMIL NADU,10.3002800,76.9655540
Tamilnadu Circle,"Western Region, Coimbatore",Pollachi Division,Vellonie B.O,642127,BO,Delivery,COIMBATORE,TAMIL NADU,10.6572817,77.0106613
Tamilnadu Circle,"Western Region, Coimbatore",Pollachi Division,Kaliapuram B.O,642129,BO,Delivery,COIMBATORE,TAMIL NADU,10.5485907,76.9104375
Tamilnadu Circle,"Western Region, Coimbatore",Pollachi Division,Mount Stuart B.O,642105,BO,Delivery,COIMBATORE,TAMIL NADU,10.6661000,76.9657500
Tamilnadu Circle,"Western Region, Coimbatore",Pollachi Division,Waverly B.O,642105,BO,Delivery,COIMBATORE,TAMIL NADU,10.4123854,76.9880767
Tamilnadu Circle,"Western Region, Coimbatore",Pollachi Division,Mappillaigoundenpudur B.O,642005,BO,Delivery,COIMBATORE,TAMIL NADU,10.7247000,76.9164000
Tamilnadu Circle,"Western Region, Coimbatore",Pollachi Division,Ramapattinam B.O,642005,BO,Delivery,COIMBATORE,TAMIL NADU,10.7103000,76.9178000
Tamilnadu Circle,"Western Region, Coimbatore",Pollachi Division,Thenkumarapalayam B.O,642107,BO,Delivery,COIMBATORE,TAMIL NADU,10.5911000,77.0963000
Tamilnadu Circle,"Western Region, Coimbatore",Tirupur Division,Velliankadu BO,641104,BO,Delivery,COIMBATORE,TAMIL NADU,11.2163070,76.8204530
Tamilnadu Circle,"Western Region, Coimbatore",Tirupur Division,Paduvampalli BO,641659,BO,Delivery,COIMBATORE,TAMIL NADU,11.1934570,77.1334340
Tamilnadu Circle,"Western Region, Coimbatore",Tirupur Division,Nellithurai BO,641305,BO,Delivery,COIMBATORE,TAMIL NADU,11.2870310,76.8849980
Tamilnadu Circle,"Western Region, Coimbatore",Tirupur Division,Periaputhur BO,641697,BO,Delivery,COIMBATORE,TAMIL NADU,11.2298640,77.0274280
Tamilnadu Circle,"Western Region, Coimbatore",Tirupur Division,Vadavallikaramadai BO,641697,BO,Delivery,COIMBATORE,TAMIL NADU,11.2565140,77.0114930
Tamilnadu Circle,"Western Region, Coimbatore",Tirupur Division,Irumborai BO,638459,BO,Delivery,COIMBATORE,TAMIL NADU,11.3518910,77.0949110
Tamilnadu Circle,"Western Region, Coimbatore",Tirupur Division,Kanuvakarai BO,638459,BO,Delivery,COIMBATORE,TAMIL NADU,11.3347240,77.1189440
Tamilnadu Circle,"Western Region, Coimbatore",Tirupur Division,Sellappampalayam BO,638459,BO,Delivery,COIMBATORE,TAMIL NADU,11.3263320,77.1464860
Tamilnadu Circle,"Western Region, Coimbatore",Tirupur Division,Medur BO,641113,BO,Delivery,COIMBATORE,TAMIL NADU,11.2266830,76.8777500
Tamilnadu Circle,"Western Region, Coimbatore",Tirupur Division,Alancombu BO,641302,BO,Delivery,COIMBATORE,TAMIL NADU,11.3123930,76.9932070
Tamilnadu Circle,"Western Region, Coimbatore",Tirupur Division,Kannampalayam BO,641402,BO,Delivery,COIMBATORE,TAMIL NADU,10.9930500,77.0974833
Tamilnadu Circle,"Western Region, Coimbatore",Tirupur Division,Jalakarichal BO,641658,BO,Delivery,COIMBATORE,TAMIL NADU,11.0168440,76.9558320
Tamilnadu Circle,"Western Region, Coimbatore",Tirupur Division,Jallipatti BO,641671,BO,Delivery,COIMBATORE,TAMIL NADU,10.8498020,77.2755080
Tamilnadu Circle,"Western Region, Coimbatore",Tirupur Division,Kammalapatti BO,641671,BO,Delivery,COIMBATORE,TAMIL NADU,10.8417040,77.2509320
Tamilnadu Circle,"Western Region, Coimbatore",Tirupur Division,Vadavedampatti BO,641671,BO,Delivery,COIMBATORE,TAMIL NADU,10.8598260,77.2214740
Tamilnadu Circle,"Western Region, Coimbatore",Tirupur Division,Lakshminaickenpalayam BO,641658,BO,Delivery,COIMBATORE,TAMIL NADU,10.9249800,77.1513920
Tamilnadu Circle,"Western Region, Coimbatore",Tirupur Division,JKrishnapuram BO,641671,BO,Delivery,COIMBATORE,TAMIL NADU,10.8048960,77.2383600
Tamilnadu Circle,"Western Region, Coimbatore",Tirupur Division,Senjeriputhur BO,641671,BO,Delivery,COIMBATORE,TAMIL NADU,10.8171910,77.2761280
Tamilnadu Circle,"Western Region, Coimbatore",Pollachi Division,Subbegoundenpudur B.O,642103,BO,Delivery,COIMBATORE,TAMIL NADU,10.6286000,76.9326000
Tamilnadu Circle,"Western Region, Coimbatore",Pollachi Division,Chinnakallar B.O,642106,BO,Delivery,COIMBATORE,TAMIL NADU,10.6125500,76.9465000
Tamilnadu Circle,"Western Region, Coimbatore",Pollachi Division,Paralai B.O,642108,BO,Delivery,COIMBATORE,TAMIL NADU,10.6572807,77.0106623
Tamilnadu Circle,"Western Region, Coimbatore",Pollachi Division,Sirukalandai B.O,642202,BO,Delivery,COIMBATORE,TAMIL NADU,10.7855000,77.1226000
Tamilnadu Circle,"Western Region, Coimbatore",Pollachi Division,Kothavadi B.O,642109,BO,Delivery,COIMBATORE,TAMIL NADU,10.8066000,77.0503000
Tamilnadu Circle,"Western Region, Coimbatore",Pollachi Division,Nallattipalayam B.O,642109,BO,Delivery,COIMBATORE,TAMIL NADU,10.7858000,77.0319000
Tamilnadu Circle,"Western Region, Coimbatore",Pollachi Division,Sokkanur B.O,642109,BO,Delivery,COIMBATORE,TAMIL NADU,10.8098000,76.9456000
Tamilnadu Circle,"Western Region, Coimbatore",Pollachi Division,Thamaraikulam B.O,642109,BO,Delivery,COIMBATORE,TAMIL NADU,10.1076000,77.5548000
Tamilnadu Circle,"Western Region, Coimbatore",Pollachi Division,Mettupalayam B.O,642110,BO,Delivery,COIMBATORE,TAMIL NADU,10.0973000,76.9386000
Tamilnadu Circle,"Western Region, Coimbatore",Pollachi Division,Sulakkal B.O,642110,BO,Delivery,COIMBATORE,TAMIL NADU,10.7504000,76.9938000
Tamilnadu Circle,"Western Region, Coimbatore",Pollachi Division,R.Ponnapuram B.O,642002,BO,Delivery,COIMBATORE,TAMIL NADU,10.7570000,77.5620000
Tamilnadu Circle,"Western Region, Coimbatore",Pollachi Division,Settiakkapalayam B.O,642120,BO,Delivery,COIMBATORE,TAMIL NADU,10.7510000,76.9799000
Tamilnadu Circle,"Western Region, Coimbatore",Pollachi Division,Sarkarpathi B.O,642133,BO,Delivery,COIMBATORE,TAMIL NADU,10.6472000,76.9625500
Tamilnadu Circle,"Western Region, Coimbatore",Pollachi Division,Ramanamudali Pudur B.O,642134,BO,Delivery,COIMBATORE,TAMIL NADU,10.5685500,76.9946500
Tamilnadu Circle,"Western Region, Coimbatore",Pollachi Division,Kondampatti B.O,641202,BO,Delivery,COIMBATORE,TAMIL NADU,10.8283000,77.0550000
Tamilnadu Circle,"Western Region, Coimbatore",Pollachi Division,Akkamalai B.O,642127,BO,Delivery,COIMBATORE,TAMIL NADU,10.6572827,77.0106603
Tamilnadu Circle,"Western Region, Coimbatore",Pollachi Division,Sholayar B.O,642127,BO,Delivery,COIMBATORE,TAMIL NADU,10.3153160,76.9473660
Tamilnadu Circle,"Western Region, Coimbatore",Pollachi Division,Thalanar B.O,642105,BO,Delivery,COIMBATORE,TAMIL NADU,10.3850650,76.9943354
Tamilnadu Circle,"Western Region, Coimbatore",Pollachi Division,Devambadi B.O,642005,BO,Delivery,COIMBATORE,TAMIL NADU,10.7068000,76.9405000
Tamilnadu Circle,"Western Region, Coimbatore",Pollachi Division,Nalluthukuli B.O,642005,BO,Delivery,COIMBATORE,TAMIL NADU,10.6702000,76.9329000
Tamilnadu Circle,"Western Region, Coimbatore",Pollachi Division,Thalakarai B.O,642005,BO,Delivery,COIMBATORE,TAMIL NADU,10.2569000,77.9850000
Tamilnadu Circle,"Western Region, Coimbatore",Pollachi Division,Kambalapatti B.O,642007,BO,Delivery,COIMBATORE,TAMIL NADU,10.6572857,77.0106573
Tamilnadu Circle,"Western Region, Coimbatore",Pollachi Division,Vedasanthur B.O,642007,BO,Delivery,COIMBATORE,TAMIL NADU,10.4804000,76.9786000
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Eachanari BO,641021,BO,Delivery,COIMBATORE,TAMIL NADU,10.9229750,76.9829150
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Bodipalayam BO,641105,BO,Non Delivery,COIMBATORE,TAMIL NADU,10.9027183,76.9767850
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Pattanam BO,641016,BO,Delivery,COIMBATORE,TAMIL NADU,10.9811850,77.0596083
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Kumittipathi BO,641032,BO,Delivery,COIMBATORE,TAMIL NADU,10.8349900,76.8904800
Tamilnadu Circle,"Western Region, Coimbatore",Tirupur Division,Bogampatti BO,641658,BO,Delivery,COIMBATORE,TAMIL NADU,10.9026750,77.1164260
Tamilnadu Circle,"Western Region, Coimbatore",Tirupur Division,Siddanaickenpalayam BO,641658,BO,Delivery,COIMBATORE,TAMIL NADU,11.0174390,76.9844680
Tamilnadu Circle,"Western Region, Coimbatore",Tirupur Division,SAyyampalayam BO,641671,BO,Delivery,COIMBATORE,TAMIL NADU,10.8301550,77.2343140
Tamilnadu Circle,"Western Region, Coimbatore",Tirupur Division,Talakkarai BO,641671,BO,Delivery,COIMBATORE,TAMIL NADU,10.8130830,77.2317140
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Masthigoundenpathi BO,641032,BO,Delivery,COIMBATORE,TAMIL NADU,10.8429966,76.9187650
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Meenakshipuram BO,641032,BO,Delivery,COIMBATORE,TAMIL NADU,10.8286616,76.9609883
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Keeranatham BO,641035,BO,Delivery,COIMBATORE,TAMIL NADU,11.1203077,76.9972190
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Kallipalayam BO,641107,BO,Delivery,COIMBATORE,TAMIL NADU,11.1162414,77.0624737
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Oraikkalpalayam BO,641107,BO,Delivery,COIMBATORE,TAMIL NADU,11.1572870,77.0658300
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Odayampalayam BO,641028,BO,Non Delivery,COIMBATORE,TAMIL NADU,11.0114731,77.0022409
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Athipalayam BO,641110,BO,Delivery,COIMBATORE,TAMIL NADU,11.1190088,76.9794510
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Ettimadai BO,641112,BO,Non Delivery,COIMBATORE,TAMIL NADU,10.8904766,76.9075216
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Vellanaipatti BO,641048,BO,Delivery,COIMBATORE,TAMIL NADU,11.0968659,77.0704878
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Sinnanavakkarai BO,641105,BO,Delivery,COIMBATORE,TAMIL NADU,10.8661266,76.8777883
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Thirumalayampalayam BO,641105,BO,Delivery,COIMBATORE,TAMIL NADU,10.8797050,76.9286900
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Peedampalli BO,641016,BO,Delivery,COIMBATORE,TAMIL NADU,10.9731150,77.0839650
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Arisipalayam BO,641032,BO,Delivery,COIMBATORE,TAMIL NADU,10.8679000,76.9746900
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Elur BO,641032,BO,Delivery,COIMBATORE,TAMIL NADU,10.8421133,77.0080800
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Konavaikalpalayam BO,641023,BO,Non Delivery,COIMBATORE,TAMIL NADU,10.9646000,77.0006066
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Kunnathurpudur BO,641107,BO,Delivery,COIMBATORE,TAMIL NADU,11.1467260,77.0528693
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Kuppaipalayam BO,641107,BO,Delivery,COIMBATORE,TAMIL NADU,11.1819108,77.0295819
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Masagoundenchettipalayam BO,641107,BO,Delivery,COIMBATORE,TAMIL NADU,11.1482710,77.0760267
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Nilambur BO,641062,BO,Delivery,COIMBATORE,TAMIL NADU,11.0615366,77.0827666
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Venkitapuram BO,641062,BO,Delivery,COIMBATORE,TAMIL NADU,11.0532816,77.0724216
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Mathipalayam BO,641101,BO,Delivery,COIMBATORE,TAMIL NADU,10.9326266,76.8420916
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Nathegoundenpudur BO,641101,BO,Non Delivery,COIMBATORE,TAMIL NADU,10.9368100,76.7954183
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Veerapandi Periyanaickenpalaya BO,641019,BO,Delivery,COIMBATORE,TAMIL NADU,11.1778467,76.9603959
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Ishana Vihar BO,641114,BO,Delivery,COIMBATORE,TAMIL NADU,10.9765466,76.7374116
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Rakkipalayam BO,641031,BO,Delivery,COIMBATORE,TAMIL NADU,11.1055299,76.9433600
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Kuppanur BO,641010,BO,Delivery,COIMBATORE,TAMIL NADU,10.9493500,76.8622283
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Madampatti BO,641010,BO,Delivery,COIMBATORE,TAMIL NADU,10.9690116,76.8615533
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Sundakkamuthur BO,641010,BO,Delivery,COIMBATORE,TAMIL NADU,10.9566233,76.9240400
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Veerakeralam BO,641007,BO,Non Delivery,COIMBATORE,TAMIL NADU,11.0087888,76.9130198
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Devarayapuram BO,641109,BO,Delivery,COIMBATORE,TAMIL NADU,10.9949216,76.8135516
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Kallapalayam BO,641201,BO,Delivery,COIMBATORE,TAMIL NADU,11.0564597,77.0672483
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Periyakuyilai BO,641201,BO,Delivery,COIMBATORE,TAMIL NADU,10.9001633,77.0738033
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Krishnarayapuram BO,641006,BO,Non Delivery,COIMBATORE,TAMIL NADU,11.0475766,76.9669067
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Madukkarai Cusba BO,641105,BO,Non Delivery,COIMBATORE,TAMIL NADU,10.9040050,76.9632633
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Pichanur BO,641105,BO,Delivery,COIMBATORE,TAMIL NADU,10.8311916,76.8689833
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Edayapalayam BO,641016,BO,Delivery,COIMBATORE,TAMIL NADU,11.0403171,76.9240969
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Vilankurichi BO,641035,BO,Delivery,COIMBATORE,TAMIL NADU,10.9807583,76.7917216
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Kurumbapalayam BO,641107,BO,Delivery,COIMBATORE,TAMIL NADU,11.1126650,77.0300652
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Ponnegoundenpudur BO,641107,BO,Delivery,COIMBATORE,TAMIL NADU,11.1527858,77.0933369
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Mylampatti BO,641062,BO,Delivery,COIMBATORE,TAMIL NADU,11.0775816,77.0633083
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Agraharasamakulam BO,641110,BO,Delivery,COIMBATORE,TAMIL NADU,11.1499426,77.0174853
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Tenkarai BO,641101,BO,Delivery,COIMBATORE,TAMIL NADU,10.9479266,76.8452933
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Vellakinar BO,641029,BO,Delivery,COIMBATORE,TAMIL NADU,11.0739349,76.9546833
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Gudalurcoimbatore BO,641047,BO,Delivery,COIMBATORE,TAMIL NADU,11.1705650,76.9459083
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Semmedu BO,641114,BO,Delivery,COIMBATORE,TAMIL NADU,10.9573216,76.7583633
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Kondayampalayam BO,641110,BO,Non Delivery,COIMBATORE,TAMIL NADU,11.0976837,77.0156904
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Vellamadai BO,641110,BO,Delivery,COIMBATORE,TAMIL NADU,11.1622341,76.9962637
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Vellalapalayam Podanur BO,641111,BO,Non Delivery,COIMBATORE,TAMIL NADU,10.9754100,77.0283650
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Marudamalai BO,641046,BO,Non Delivery,COIMBATORE,TAMIL NADU,11.0441250,76.8615166
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Bilichi BO,641019,BO,Delivery,COIMBATORE,TAMIL NADU,11.1969066,76.9604066
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Kavundampalayam BO,641030,BO,Non Delivery,COIMBATORE,TAMIL NADU,11.0445926,76.9377753
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Seeranaickenpalayam BO,641007,BO,Non Delivery,COIMBATORE,TAMIL NADU,11.0104946,76.9308916
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Sundapalayam BO,641007,BO,Delivery,COIMBATORE,TAMIL NADU,11.0081513,76.8712831
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Naickenpalayam BO,641020,BO,Delivery,COIMBATORE,TAMIL NADU,11.1535333,76.9201816
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Tekkupalayam BO,641020,BO,Non Delivery,COIMBATORE,TAMIL NADU,11.1337366,76.9341300
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Anaikatti BO,641108,BO,Delivery,COIMBATORE,TAMIL NADU,11.1076555,76.7702481
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Nanjundapuramtadagam BO,641108,BO,Delivery,COIMBATORE,TAMIL NADU,11.0699833,76.8819300
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Pathanjalipuri BO,641108,BO,Delivery,COIMBATORE,TAMIL NADU,11.0760666,76.8248183
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Thennamanallur BO,641109,BO,Delivery,COIMBATORE,TAMIL NADU,10.9741416,76.8157833
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Viraliyur BO,641109,BO,Delivery,COIMBATORE,TAMIL NADU,10.9992600,76.7825300
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Selvapuram BO,641026,BO,Non Delivery,COIMBATORE,TAMIL NADU,10.9891966,76.9442983
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Sengalipalayam BO,641022,BO,Delivery,COIMBATORE,TAMIL NADU,11.1018680,76.9537677
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Kalampalayam BO,641010,BO,Delivery,COIMBATORE,TAMIL NADU,10.9807583,76.7917216
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Titipalayam BO,641010,BO,Delivery,COIMBATORE,TAMIL NADU,10.9500300,76.8861649
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Vedapatti BO,641007,BO,Delivery,COIMBATORE,TAMIL NADU,10.9946603,76.8963777
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Veerapanditadagam BO,641108,BO,Delivery,COIMBATORE,TAMIL NADU,11.0820399,76.8486033
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Deenampalayam BO,641109,BO,Delivery,COIMBATORE,TAMIL NADU,11.0043133,76.8572033
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Ikkarai Boluvampatti BO,641109,BO,Delivery,COIMBATORE,TAMIL NADU,10.9669650,76.8001600
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Narasipuram BO,641109,BO,Delivery,COIMBATORE,TAMIL NADU,10.9875600,76.7733300
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Thoppampatti BO,641017,BO,Delivery,COIMBATORE,TAMIL NADU,11.0942849,76.9302883
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Edayarpalayam BO,641025,BO,Non Delivery,COIMBATORE,TAMIL NADU,11.0403171,76.9240969
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Panapatti BO,641201,BO,Delivery,COIMBATORE,TAMIL NADU,10.8772266,77.1000700
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Maniakarampalayam BO,641006,BO,Non Delivery,COIMBATORE,TAMIL NADU,11.0475766,76.9669067
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Sugunapuram BO,641008,BO,Non Delivery,COIMBATORE,TAMIL NADU,10.9322116,76.9489066
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Kandegounden Salai BO,641105,BO,Delivery,COIMBATORE,TAMIL NADU,10.8755366,76.8944500
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Palathurai BO,641105,BO,Delivery,COIMBATORE,TAMIL NADU,10.8823800,76.9560466
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Pappampatti BO,641016,BO,Delivery,COIMBATORE,TAMIL NADU,11.0403171,76.9240969
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Myleripalayam BO,641032,BO,Delivery,COIMBATORE,TAMIL NADU,10.8702600,77.0239883
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Valukkuparai BO,641032,BO,Delivery,COIMBATORE,TAMIL NADU,10.8484533,76.9702083
